sents,docs,y
"Jones files lawsuit against Conte

Marion Jones has filed a lawsuit for defamation against Balco boss Victor Conte following his allegations that he gave her performance-enhancing drugs.","Jones files lawsuit against Conte

Marion Jones has filed a lawsuit for defamation against Balco boss Victor Conte following his allegations that he gave her performance-enhancing drugs.

The Sydney Olympic gold medallist says Conte damaged her reputation and she is seeking $25m (Â£13m) in the suit. Conte, whose company is at the centre of a doping investigation, made the claims in a US television programme. He and three others were indicted in February by a federal grand jury for a variety of alleged offences. In an email to the Associated Press on Wednesday, Conte said: ""I stand by everything I said"". Jones won three gold medals and two bronzes in Sydney in 2000. Her lawsuit, filed in the US District Court in San Francisco, said the sprinter had passed a lie detector test and that she ""has never taken banned performance-enhancing drugs"". Conte's statements, the suit added, were ""false and malicious"". After the ABC television program earlier this month, Jones' lawyer Richard Nicholls said: ""Marion has steadfastly maintained her position throughout: she has never, ever used performance-enhancing drugs. ""Victor Conte is a man facing a 42-count federal indictment, while Marion Jones is one of America's most decorated female athletes. Mr Conte's statements have been wildly contradictory. ""Mr Conte chose to make unsubstantiated allegations on television, while Marion Jones demanded to take and then passed a lie detector examination.

""Mr Conte is simply not credible. We challenge him to submit to the same lie detector procedure that Marion Jones passed."" The sport's ruling body, the IAAF, is taking a cautious approach to Conte's allegations but contacted the US Anti-Doping Agency. Communications director Nick Davies said the IAAF would seek to contact Conte ""for further information"". But Davies stressed it would be up to the American authorities to decide whether they will take action against Jones in light of Conte's television interview and the world governing body would monitor the situation closely. ""If it is felt there is case to answer, it would be for its national governing body (USA Track and Field) to take the appropriate disciplinary action,"" he added. ""The US Anti-Doping Agency has proved itself to be very diligent in its anti-doping war. ""And I am sure, like ourselves, they will be watching the television programme with great interest."" Jones, who is under investigation for steroid use by the US Anti-Doping Agency, has continually denied ever taking illegal substances since being investigated in the Balco scandal, although she praised a zinc supplement Conte marketed. Jones, who did not win any medals in Athens in August, has never failed a drugs test. Meanwhile, Conte, who has been charged along with three other men of distributing illegal steroids and money laundering, is due to face trial in March.
",0
"Swank, too, was full of praise for her director and co-star Clint Eastwood.","Foxx and Swank take actors awards

Jamie Foxx and Hilary Swank have won the Screen Actors Guild Awards for best male and female film actors, boosting their Oscars hopes this month.

Foxx's portrayal of late soul-singer Ray Charles in Ray had already earned him a prestigious Golden Globe award. Swank triumphed for playing a gutsy female boxer in Million Dollar Baby. Modest wine country comedy Sideways knocked out favourites Million Dollar Baby and The Aviator by taking the top prize for best cast performance.

The Screen Actors Guild (SAG) represents US film and TV actors. Its winners often go on to win Oscars. In other nominations, Cate Blanchett triumphed as the best supporting actress for her role as Katharine Hepburn in The Aviator. Veteran actor Morgan Freeman took the best supporting actor award for playing a prize-fighter turned gym manager in Million Dollar Baby.

""Thank you for Ray Charles for just living so complex and so interesting, and making us all just come together,"" said Foxx, accepting his award in Los Angeles on Saturday.

He also praised the film director: ""Thank you for Taylor Hackford for taking a chance with an African-American film. Taylor, you're my director of the year."" Swank, too, was full of praise for her director and co-star Clint Eastwood. ""I bow down to you,"" Swank said to the 74-year-old Eastwood. ""You are a talent beyond compare. If I'm half the person you are and half the talent you are when I'm 74, I will know that I've accomplished something great.""

Both Foxx and Swank are now considered to be among the favourites to get Oscars - the Hollywood's ultimate prize. However, Swank has to overcome a strong challenge from Annette Bening, a nominee for the theatre farce Being Julia. Meanwhile, ballots for Oscars - the Hollywood's top honours - were mailed earlier this week to members of the Academy of Motion Picture Arts and Sciences. The voting is due to end on 22 February - five days before the ceremony.
",0
"New Zealander Peter Jackson took 10 years to bring JRR Tolkien's fantasy trilogy to the big screen, winning Academy Awards for best film and best director for the final film The Return of the King in 2004.
","No UK premiere for Rings musical

The producers behind the Lord of the Rings musical have abandoned plans to premiere the show in London because no suitable theatre was available.

The Â£11.5m show will make its debut in Toronto in March 2006, after it was found that all three West End theatres with sufficient capacity were booked. The musical is not expected in London before December 2006. Producer Kevin Wallace said it would be ""worth waiting for"". ""It will be like nothing they have ever seen before."" ""I know there will be a lot of disappointed British Tolkien fans who hoped to see the show in London, but we couldn't get a London theatre in time,"" added the British producer. The world premiere of the stage musical, co-produced by Canadian theatrical impresarios David and Ed Mirvish, will take place at Toronto's Princess of Wales Theatre next year.

""Toronto really wanted this premiere. The Tolkien books and films are hugely popular in Canada,"" said Mr Wallace, shortly after signing the deal in Canada. ""We hope the anticipation and excitement over here will create an even bigger buzz by the time we open in London."" Auditions begin in Canada on Thursday, but up to five British actors may join the cast, under a deal struck with Canadian Actors' Equity. The music for the show is being written by Bollywood composer AR Rahman, who was behind Andrew Lloyd Webber's West End musical Bollywood Dreams, and in conjuction with the Finnish group Varttina.

""There will be no singing and dancing Hobbits. The music will be in a very traditional mould and draw on ethnic traditions,"" assured Mr Wallace. The musical's British director is Matthew Warchus, best known for staging the worldwide stage hit Art. ""The production will be a hybrid of text, physical theatre, music and spectacle never previously seen on this scale,"" he said. ""Only in the theatre are we actually plunged into the events as they happen. The environment surrounds us and we are in Middle Earth."" New Zealander Peter Jackson took 10 years to bring JRR Tolkien's fantasy trilogy to the big screen, winning Academy Awards for best film and best director for the final film The Return of the King in 2004.
",0
"He has since forged a successful solo career, scoring nine UK top 30 singles since 1998.","Singer Ian Brown 'in gig arrest'

Former Stone Roses singer Ian Brown was arrested after a fight during a concert in San Francisco on Tuesday, his spokesman has said.

A fan jumped on stage and attacked the singer, who then became involved in a fracas with a security guard, Fiction Records spokesman Paul Smernicki said. He said Brown was arrested at his hotel after the show at the Great American Music Hall but released without charge. San Francisco police said they could find no record of his arrest. Mr Smernicki said he had been told a fan ""rugby-tackled"" the singer during the gig, which resulted in ""pushing and shoving"".

Brown then got into a brawl with another man who tried to restrain him - without realising he was a security guard, Mr Smernicki added. The star went off for 15 minutes before returning to finish his set. Police took witness statements and apprehended Brown at his hotel, Mr Smernicki said. But he was released without charge and ""as far as we're aware, that's the end of it"", Mr Smernicki added. A spokesperson for the San Francisco Police Department said he may have been detained but they could find no record of the incident. Brown, 42, was lead singer with The Stone Roses, one of the most seminal bands in British rock, until they split in 1996. He has since forged a successful solo career, scoring nine UK top 30 singles since 1998. In 1998, he was sentenced to four months in jail for using threatening behaviour towards an aeroplane captain and stewardess.
",0
"Mr Chirac told reporters in Brussels: ""One can only have a reasonable budgetary balance if we put back on the table the British cheque.","UK rebate 'unjustified' - Chirac

French president Jacques Chirac has called the UK's Â£3bn rebate from the European Union ""unjustified"".

Speaking after a summit meeting he said unless it was put up for discussion the EU would never be able to reach agreement on its medium term finances. Earlier Foreign Secretary Jack Straw said the UK was prepared to veto any bid to reduce the rebate secured by Margaret Thatcher in 1984. He said it remained justified because less EU farm money came to the UK.

Mr Chirac told reporters in Brussels: ""One can only have a reasonable budgetary balance if we put back on the table the British cheque. It can no longer be justified. It was from the past."" But a UK Government official responded: ""Even with the rebate, the UK pays two and a half times more than France contributes to the EU budget. Without it we would pay 14 times as much as France. ""There can be no deal on future financing which does not protect the rebate.""

The 25-member EU is gearing up for tough negotiations on its budget plans for the period 2007-2013, with the bloc's Luxembourg presidency hoping to strike a deal at a June summit. Earlier Conservative Graham Brady said the rebate was a ""crucial test"" of how firmly ministers were prepared to stand up for Britain. EU Commission president Jose Manuel Barroso has indicated he wants the rebate to come to an end. Mr Straw said that as well as the veto over the rebate the UK wanted to keep a tight rein on national contributions.

The UK, France, Germany, Austria, the Netherlands and Sweden want the EU budget to be capped at 1% of member states' combined national incomes - the European Commission has urged an increase to 1.26%. Mr Straw has said the EU commission's proposal would mean a 35% hike in the budget. Shadow Europe minister Mr Brady said: ""I believe it is essential that Britain keeps the rebate and I think it's a crucial test of how firmly the British government is prepared to stand up for Britain internationally in Europe.

""The UK is already one of the biggest net contributors to the EU ."" The foreign secretary meanwhile said the ""justice"" of the rebate remained. ""We have one of the lowest net receipts of any EU country because of the relatively small size of our agriculture sector and its efficiency. ""That continues to be the case.""

UK Independence Party leader Roger Knapman said the rebate was ""set in stone"" and there was no reason to negotiate about it. ""It is extraordinary to do it at this time, just as we are becoming the biggest contributor to the EU. If we lose our rebate as well, the British taxpayer is going to be bled at such a rate that I think everyone will go off the European project."" EU leaders are holding talks in Brussels on how to re-energise the sluggish European economy. UK Prime Minister Tony Blair is meeting his EU counterparts to finalise a package of measures aimed at stimulating growth and boosting employment ahead of a series of referendums on the European Constitution. The plans could introduce a free market into everything from computer services to construction. Critics - including Germany and France - believe liberalisation could result in companies shifting staff to cheaper bases in Eastern Europe, undercutting large EU economies and undermining social protections. There are also concerns about the number of workers from eastern European countries who will head west, exacerbating the already high unemployment levels in Germany.

Mr Straw insisted there was nothing to fear from the services directorate. ""European countries overall have benefited hugely from the free market in goods,"" he said. ""What we are now talking about is developing that market into an internal market in services."" Britain's low unemployment meant there was less ""neurosis"" about people coming from eastern European countries. ""In countries like Germany and France, where frankly because of a tighter social market they have much higher levels of unemployment, there is increasing anxiety about other people coming in,"" he said.
",0
"Davydenko, meanwhile, upset French third seed Sebastien Grosjean 2-6 6-3 6-2.","Federer breezes into semi-finals

Roger Federer reached the last four of the Qatar Open with an easy 6-1 6-2 win over seventh seed Feliciano Lopez.

The Swiss world number one reeled off a series winners to outclass the Spaniard and set up a semi-final match against Russian Nikolay Davydenko. Federer, who lost in the quarter-final in his last Qatar appearance in 2003, was happy with his form. ""I think I played better than against Greg Rusedski and I am happy I am playing so well,"" said the top seed. Lopez showed glimpses of resolve early in the second set when he held his first service game and came close to breaking Federer. But the Swiss saved a break point and promptly broke serve in the following game to seize control. Davydenko, meanwhile, upset French third seed Sebastien Grosjean 2-6 6-3 6-2. Fabrice Santoro completed a miserable day for France when he was forced to retire when 6-2 3-0 down to Albert Costa. Spaniard Costa will next face Croatian Ivan Ljubicic after the sixth seed beat Rafael Nadal 6-2 6-7 (3/7) 6-3.
",0
"As the game progresses you swap between the two rival factions, pig and feline, assuming the role of your created characters.","Blinx sequel purrs nicely

The original Blinx was intended to convert many platform game lovers to Microsoft's then new Xbox console.

Its sharp graphics and novel gameplay, with the main character able to pause, slow, rewind and fast-forward time, were meant to lure many fans to the new machine. But poor design meant the game became a very frustrating affair with players often stranded half-way through a level without the required tools to finish. Thankfully, the sequel has fixed many of the original faults. This time around you do not play as Blinx but instead you are given the chance to create two unique cat characters and two pig characters.

The character generator is very detailed and a few minutes of tweaking and adjusting will create a unique personality to unleash on the game.

As the game progresses you swap between the two rival factions, pig and feline, assuming the role of your created characters. The thrust of the game sees the two factions competing to recover pieces of a missing Time Crystal. As in the original, your feline persona can control time, but this time the pigs get to control space. There are a number of puzzles which require control over time to solve while the pigs can create things such as warps, space bubbles and void traps in order to progress. The control over space and time is achieved through a number of VCR-style icons and is quite intuitive.

Annoyingly, the puzzles are a little too obviously flagged up and most gamers will find it more of a chore than a challenge to solve them. The game has also tried to emulate franchises such as Jak and Daxter and Ratchet and Clank on PS2 and so there are a number of combat elements. These are a little predictable and tend to drag the general polish of the game down to a more dulled affair. But the game's excellent graphics, easily the best-looking platform game around, sound and dollops of humour make it an attractive game for younger platform fans.

Blinx 2 is out on Xbox now.
",0
"""We were not competing with Mr Lyons, but it started as a lunchtime bet.","How to make a gigapixel picture

The largest digital panoramic photo in the world has been created by researchers in the Netherlands.

The finished image is 2.5 billion pixels in size - making it about 500 times the resolution of images produced by good consumer digital cameras. The huge image of Delft was created by stitching together 600 single snaps of the Dutch city taken at a fixed spot. If printed out in standard 300 dots per inch resolution, the picture would be 2.5m high and 6m long.

The researchers have put the image on a website which lets viewers explore the wealth of detail that it captures. Tools on the page let viewers zoom in on the city and its surroundings in great detail. The website is already proving popular and currently has more than 200,000 visitors every day.

The image was created by imaging experts from the Dutch research and technology laboratory TNO which created the 2.5 gigapixel photo as a summer time challenge.

The goal of the project was to be one of the first groups to make gigapixel images. The first image of such a size was manually constructed by US photographer Max Lyons in November 2003. That image portrayed Bryce Canyon National Park, in Utah, and was made up of 196 separate photographs. The panorama of Delft is a little staid in contrast to the dramatic rockscape captured in Mr Lyons' image. ""He did it all by hand, which was an enormous effort, and we got the idea that if you use automatic techniques, it would be feasible to build a larger image,"" said Jurgen den Hartog, one of the TNO researchers behind the project. ""We were not competing with Mr Lyons, but it started as a lunchtime bet.""

The Dutch team used already available technologies, although it had to upgrade them to be able to handle the high-resolution image.

""We had to rewrite almost all the tools,"" Me den Hartog told the BBC News website. ""All standard Windows viewers available would not be able to load such a large image, so we had to develop one ourselves."" The 600 component pictures were taken on July 2004 by a computer-controlled camera with a 400 mm lens. Each image was made to slightly overlap so they could be accurately arranged into a composite. The stitching process was also done automatically using five powerful PCs over three days. Following the success of this project, and with promises of help from others, the TNO team is considering creating a full 360-degree panoramic view of another Dutch city, with even higher resolution.
",0
"The former chat show host quit the party earlier this month, calling it a joke.","UKIP MEP attacked German 'empire'

A UK Independence Party MEP suggested Germany saw the EU as an 'empire' and was cheaper than using tanks, a new documentary has revealed. Mike Nattrass, UKIP's deputy leader, made the comments to an audience at a meeting during last September's Hartlepool by-election campaign. But challenged on the remark, he denied accusing Germany of using the EU as cover for a ""4th German Reich"". He says he was not ""German-bashing"" but saying peace was the EU's founding aim. The meeting was shown in a BBC 3 film on ex-UKIP MEP Robert Kilroy-Silk. The former chat show host quit the party earlier this month, calling it a joke.

The documentary showed Mr Nattrass, apparently talking about the EU, telling the meeting: ""The Germans are the big losers here but they don't care because to them the project is worthwhile. ""It's like an empire for them spreading in all directions away from Germany into Hungary, into what they call the Sudetenland - Czechoslovakia, places like that. ""So it's cheaper for them to do it this way than roll the tanks in."" On Tuesday, he told the BBC News website he did not think the comments were offensive and worked happily with MEPs of different nationalities in the European Parliament. He argued that peace was the only reason for having the ""outdated"" EU as there was no economic justification. Pointing to Germany's trade interests as a country in the centre of Europe, Mr Nattrass said: ""The fact is that the EU benefits Germany but it does not benefit Britain. ""I'm not at all German-bashing. It's the truth."" A UKIP spokesman said: ""Mike has some passionate beliefs and sometimes uses excessively colourful language with which to express them.""

The documentary showed some of the tensions between Mr Kilroy-Silk and his fellow MEPs after UKIP took third place in last year's European elections. He denied wanting to be leader until October 2004, when he told BBC One's Breakfast with Frost programme he aspired to the job. Asked by the documentary makers why he had lied about his leadership ambitions, Mr Kilroy-Silk said: ""There was one thing I said that I shouldn't have said at the time. ""I was trying to be helpful to the party and it was the wrong thing to do, I should have told the truth."" The film also included footage of a row between Mr Kilroy-Silk, MEP Nigel Farage and party leader Roger Knapman about rumours that he was about to resign the UKIP whip in the European Parliament. Mr Kilroy-Silk told them he had not left the UKIP group - a move he announced shortly after the meeting. He told Mr Farage: ""Don't tell lies Nigel, now you've told too many. Most of the trouble had been caused by you."" UKIP officials claim it was in fact Mr Kilroy-Silk, not Mr Farage, who briefed newspapers he was leaving the group of MEPs.

Later in unguarded, off-air comments in a television studio, Mr Kilroy-Silk was heard saying he was irritated by ""defending some of these right-wing fascist nutters"". Mr Kilroy-Silk separately said he had argued against UKIP working with such groups which believed homosexuality was a sin. A UKIP spokesman said there were more than 40 MEPs in the same group in the European Parliament. They were from a broad spectrum - some right-wing, some left-wing - but with a shared belief in the ""unfeasibility of the EU as it is now"". He did not defend other groups' religious beliefs but argued it was their right to hold such views - just as Mr Kilroy-Silk had a right to criticise Arab states. London UKIP MEP Gerard Batten said: ""Robert has made a variety of comments about UKIP and its MEPs. ""There are of course two sides to every story. What Robert does not say is that he was offered several positions which would have given him effective control of the party, but not the title of leader."" Mr Kilroy-Silk is to launch his own parry, Veritas, in Westminster on Wednesday.
",0
"""

: ""Bob was endlessly optimistic about the way Africa would turn out.","'My memories of Marley...'

To mark the 60th anniversary of the birth of reggae star Bob Marley, Rob Partridge - Marley's former head of press at Island Records - remembers the man behind the legend.

Partridge worked with Marley from 1977 until the Jamaican musician's death in 1981.

: ""I joined Island Records in 1977 and the first week I was there I worked on his show at the Rainbow Theatre. It was one of the last dates he did in London.""

: The album Exodus came out in 1977 and that provided five hits and confirmed his global superstar status. ""By 1979 he was the biggest touring attraction in the world. I remember going to see dates in Milan and Turin and they were enormous concerts.""

: Bob was one of the most mesmeric people I've ever had the privilege to work with. ""He must have had an iron will to succeed. Bob was a very driven individual. You realised from the start there was a manifest destiny within him that he believed in. He didn't suffer fools gladly. At the risk of stating the obvious, he was an extraordinary song writer and his stage act was perhaps the greatest I've ever seen. I saw him many times.""

: ""I recall in 1978 he came to the UK for Top of the Pops and a Daily Mirror journalist did a half-hour interview. It was interrupted to do a rehearsal. He came back into the dressing room to resume the interview but saw a World Cup match on TV.

""He sat down in front of the TV and after 10 minutes it was obvious he wasn't going to move. That was the end of it. The Mirror had a very truncated interview. ""The last time I saw him was in London in 1980. I arranged for him to play four days of football indoors in Fulham. ""Bob was a good player. We are talking about Jamaican-style football. He was an attacking midfield player. His team assembled wherever his gigs were. We played in Brazil against some World Cup-winning players.""

: It was always a struggle for him to connect with Black America. Reggae did not correspond with disco in the 70s. But Bob in the 1990s became one of the great icons in America and the Third World. ""In 1991, ten years after his death, he sold more records than at any time during his life. ""We saw Black America taking Bob into their hearts for the first time.""

: ""Bob, in worldwide terms, is the greatest music star there has ever been. If you went to Africa he would be recognised everywhere, in places John Lennon or Elvis wouldn't be. ""No disrespect to the other artists but a case can be made for him as the greatest, the best and the most influential artist in popular music.""

: Well 1981 was to be the year he toured Africa with Stevie Wonder. He had only performed in Zimbabwe and Guinea before. ""Of course the 1981 tour never happened, but the whole of Africa would have embraced him. We can't speculate but he was at the height of his powers and just 36 years old. I had no sense his career was going to go downhill.""

: ""Bob was endlessly optimistic about the way Africa would turn out. He realised that nothing was perfect but he had total belief in the power of mankind. ""I'm sure if he were alive today he would believe Africa would firstly become politically free and secondly be able to defeat the Aids epidemic.""

: ""The final tune of his final album was Redemption Song - one of the most incredible classics of all time.""
",0
"But he added: ""You cannot, in a modern government, take every decision in Cabinet.","Butler launches attack on Blair

Former civil service chief Lord Butler has criticised the way Tony Blair's government operates, accusing it of being obsessed with headlines.

He also attacked the way the Iraq war was ""sold"" to the public, with important warnings on the strength of the intelligence left out. Tory leader Michael Howard said Lord Butler had given the ""most damaging testimony"" he could remember. But Downing Street said Mr Blair should be judged by results not his style.

Lord Butler said Mr Blair bypassed the Cabinet and relied instead on small, informal groups of advisers to help him make decisions. The prime minister's official spokesman said the Cabinet was still used to achieve a consensus on important issues. But he added: ""You cannot, in a modern government, take every decision in Cabinet. It's just not possible.""

Lord Butler said the government had too much freedom to ""bring in bad Bills"" and ""to do whatever it likes"" and it relied too much on the advice of political appointees. The former cabinet secretary said in an interview with The Spectator magazine: ""I would be critical of the present government in that there is too much emphasis on selling, there is too much central control and there is too little of what I would describe as reasoned deliberation which brings in all the arguments."" Mr Howard described Lord Butler's intervention as ""very important"". ""This is from someone who was an insider at the very heart of the Blair government. ""It is certainly the most damaging testimony I can ever remember from someone in such an eminent position.""

Lord Butler's report earlier this year into Iraq intelligence said the government's September 2002 weapons dossier did not make clear intelligence about claims that Saddam Hussein had stockpiles of chemical and biological weapons was ""very thin"". The reason for this is that it would have weakened ministers' case for war, Lord Butler said in his Spectator interview, which was conducted by the magazine's editor, Conservative MP Boris Johnson. He said: ""When civil servants give material to ministers, they say these are the conclusions we've drawn, but we've got to tell you the evidence we've got is pretty thin. ""Similarly, if you are giving something to the United Nations and the country you should warn them.""

Asked why he thought the warnings were not there Lord Butler said: ""One has got to remember what the purpose of the dossier was. The purpose of the dossier was to persuade the British why the government thought Iraq was a very serious threat.""

When asked whether he thought the country was well-governed on the whole, he replied: ""Well. I think we are a country where we suffer very badly from Parliament not having sufficient control over the executive, and that is a very grave flaw. ""We should be breaking away from the party whip. The executive is much too free to bring in a huge number of extremely bad Bills, a huge amount of regulation and to do whatever it likes - and whatever it likes is what will get the best headlines tomorrow. ""All that is part of what is bad government in this country."" Lord Butler's assessment was backed by his predecessor as Cabinet Secretary, Lord Armstrong. Lord Armstrong told BBC Two's Newsnight: ""I agree ... there doesn't appear to be the sort of informed collective political judgement brought to bear on decision-making that those affected by decisions are entitled to expect."" Liberal Democrat deputy leader Menzies Campbell said he thought Lord Butler's comments were ""well justified"" and Mr Blair's style of leadership was ""corrosive of the whole system of government"". But Labour former minister Jack Cunningham accused Lord Butler of basing his comments on the first eight months of the incoming Labour administration, when he was cabinet secretary. Mr Cunningham told BBC Radio 4's Today programme: ""Taken together, Robin Butler's comments are partial, inaccurate and cannot be taken as anything other than politically biased against the Labour government.""
",0
"""The government's big boost to public spending is now showing results,"" said Mr Barber.","Job cuts 'false economy'  - TUC

Plans to shed 71,000 civil service jobs will prove to be a ""false economy"" that could hamper public sector reforms, according to a TUC report.

Public and Commercial Services union members have already voted to strike over cuts for one day on 5 November. The TUC said cuts would deliver less than 6% of the Â£22bn ministers hope to save through efficiency reforms. General secretary Brendan Barber warned the ""costs could easily outweigh the benefits"". ""The government's big boost to public spending is now showing results,"" said Mr Barber. ""Public services are improving but looking for simple savings through job cuts at this stage could be a false economy.

""They may shoot a Tory fox, but cutting thousands of civil service jobs will hit the morale and capabilities of the public servants expected to implement government reforms. The costs could easily outweigh the benefits."" Next Friday's strike action by the PCS is the biggest in the civil service since 1993, hitting Jobcentres, benefit agencies, pensions offices, customs and driving tests. The union says it is concerned about pensions, sick pay and forced relocation as well as the cut in jobs. Last month it was announced that a total of 37 social security offices and Jobcentres across the UK would close in the first wave of plans to shed civil service jobs. The number of civil servants in Britain rose to more than 520,000 in April. Other areas the strike will affect include passports, museums and galleries, libraries and health and safety inspections.
",0
"""We have to stop saying that these technologies will change their lives,"" he said.","Lifestyle 'governs mobile choice'

Faster, better or funkier hardware alone is not going to help phone firms sell more handsets, research suggests.

Instead, phone firms keen to get more out of their customers should not just be pushing the technology for its own sake. Consumers are far more interested in how handsets fit in with their lifestyle than they are in screen size, onboard memory or the chip inside, shows an in-depth study by telecommunications company Ericsson. ""Historically in the industry there has been too much focus on using technology,"" said Dr Michael Bjorn, senior advisor on mobile media at Ericsson's consumer and enterprise lab. ""We have to stop saying that these technologies will change their lives,"" he said. ""We should try to speak to consumers in their own language and help them see how it fits in with what they are doing,"" he told the BBC News website.

For the study, Ericsson interviewed 14,000 mobile phone owners on the ways they use their phone. ""People's habits remain the same,"" said Dr Bjorn. ""They just move the activity into the mobile phone as it's a much more convenient way to do it.""

One good example of this was diary-writing among younger people, he said. While diaries have always been popular, a mobile phone -- especially one equipped with a camera -- helps them keep it in a different form. Youngsters' use of text messages also reflects their desire to chat and keep in contact with friends and again just lets them do it in a slightly changed way. Dr Bjorn said that although consumers do what they always did but use a phone to do it, the sheer variety of what the new handset technologies make possible does gradually drive new habits and lifestyles. Ericsson's research has shown that consumers divide into different ""tribes"" that use phones in different ways. Dr Bjorn said groups dubbed ""pioneers"" and ""materialists"" were most interested in trying new things and were behind the start of many trends in phone use. ""For instance,"" he said, ""older people are using SMS much more than they did five years ago."" This was because younger users, often the children of ageing mobile owners, encouraged older people to try it so they could keep in touch.

Another factor governing the speed of change in mobile phone use was the simple speed with which new devices are bought by pioneers and materialists. Only when about 25% of people have handsets with new innovations on them, such as cameras, can consumers stop worrying that if they send a picture message the person at the other end will be able to see it.

Once this significant number of users is passed, use of new innovations tends to take off. Dr Bjorn said that early reports of camera phone usage in Japan seemed to imply that the innovation was going to be a flop. However, he said, now 45% of the Japanese people Ericsson questioned use their camera phone at least once a month. In 2003 the figure was 29%. Similarly, across Europe the numbers of people taking snaps with cameras is starting to rise. In 2003 only 4% of the people in the UK took a phonecam snap at least once a month. Now the figure is 14%. Similar rises have been seen in many other European nations. Dr Bjorn said that people also used their camera phones in very different ways to film and even digital cameras. ""Usage patterns for digital cameras are almost exactly replacing usage patterns for analogue cameras,"" he said. Digital cameras tend to be used on significant events such as weddings, holidays and birthdays. By contrast, he said, camera phones were being used much more to capture a moment and were being woven into everyday life.
",0
"""His wealth of experience is invaluable, particularly to the younger players and I know he will lead by example,"" Bates said.","Parmar ruled out of Davis Cup tie

A knee injury has forced Arvind Parmar out of Great Britain's Davis Cup tie in Israel and left Alex Bogdanovic in line to take the second singles place.

Parmar picked up the injury last week and has failed to recover in time for the Europe/Africa Zone I tie, which begins in Tel Aviv on Friday. Bogdanovic looks set to take the second singles place alongside Greg Rusedski. GB captain Jeremy Bates could use 17-year-old Andrew Murray and David Sherwood in the doubles rubber. Bogdanovic and Murray both pulled out of tournaments last week through injury but are expected to be fit. Jamie Delgado and Lee Childs have been called into the squad in Tel Aviv as designated hitters for team practice but Bates has no plans to call either of them into his squad at present.

The unheralded Sherwood was the surprise inclusion when the squad was announced last week, and Bates said: ""David has earned his place in this squad on the merit of his form and results over the last 12 months."" The 6ft 4in Sherwood is ranked 264th in the world and the LTA have high hopes for him after Futures tournament wins in Wrexham and Edinburgh.

The Sheffield-born right-hander, aged 24, also reached another final in Plaisir, France, a week after making the semi-final in Mulhouse. Bates is glad to have Rusedski available after Tim Henman's retirement from Davis Cup tennis. ""His wealth of experience is invaluable, particularly to the younger players and I know he will lead by example,"" Bates said. ""We are looking forward to the tie. The squad are all in excellent form.""
",0
"Argentina (4), South Africa (5), Kenya, Tunisia, Russia, Uruguay.
","England given tough Sevens draw

England will have to negotiate their way through a tough draw if they are to win the Rugby World Cup Sevens in Hong Kong next month.

The second seeds have been drawn against Samoa, France, Italy, Georgia and Chinese Taipei. The top two sides in each pool qualify but England could face 2001 winners New Zealand in the quarter-finals if they stumble against Samoa. Scotland and Ireland are in Pool A together with the All Blacks. England won the first event of the International Rugby Board World Sevens series in Dubai but have slipped to fourth in the table after failing to build on that victory.

However, they beat Samoa in the recent Los Angeles Sevens before losing to Argentina in the semi-finals. ""England have the ability and determination to win this World Cup and create sporting history by being the only nation to hold both the 15s and Sevens World Cups at the same time,"" said England sevens coach Mike Friday. ""England have a fantastic record in Hong Kong and have won there the last three years, but the World Cup is on a different level. ""Every pool contains teams who have caused upsets before and we will have to work hard to ensure we progress from our group. ""We have not performed consistently to our true potential so far in the IRB Sevens which has been disappointing - but we can only look forward."" England won the first Rugby World Cup Sevens in 1993 with a side that included the likes of Lawrence Dallaglio and Matt Dawson. In 1997 and 2001, England lost in the quarter-finals.

(seeds in brackets)

New Zealand (1), Scotland (8), Tonga, Ireland, Korea, USA.

England (2), Samoa (7), France, Italy, Georgia, Chinese Taipei.

Fiji (3), Australia (6), Canada, Portugal, Japan, Hong Kong.

Argentina (4), South Africa (5), Kenya, Tunisia, Russia, Uruguay.
",0
Critics are concerned that the directive could lead to a similar model happening in Europe.,"'No re-draft' for EU patent law

A proposed European law on software patents will not be re-drafted by the European Commission (EC) despite requests by MEPs.

The law is proving controversial and has been in limbo for a year. Some major tech firms say it is needed to protect inventions, while others fear it will hurt smaller tech firms The EC says the Council of Ministers will adopt a draft version that was agreed upon last May but said it would review ""all aspects of the directive"". The directive is intended to offer patent protection to inventions that use software to achieve their effect, in other words, ""computer implemented invention"".

In a letter, EC President Jos&#233; Manuel Barroso told the President of the European Parliament, Josep Borrell, that the Commission ""did not intend to refer a new proposal to the Parliament and the Council (of ministers)"" as it had supported the agreement reached by ministers in May 2004.

If the European Council agrees on the draft directive it will then return for a second reading at the European Parliament. But that will not guarantee that the directive will become law - instead it will probably mean further delays and controversy over the directive. Most EU legislation now needs the approval of both parliament and the Council of Ministers before it becomes law. French Green MEP Alain Lipietz warned two weeks ago that if the Commission ignored the Parliament's request it would be an ""insult"" to the assembly. He said that the parliament would then reject the Council's version of the legislation as part of the final or conciliation stage of the decision procedure. In the US, the patenting of computer programs and internet business methods is permitted.

This means that the US-based Amazon.com holds a patent for its ""one-click shopping"" service, for example. Critics are concerned that the directive could lead to a similar model happening in Europe. This, they fear, could hurt small software developers because they do not have the legal and financial might of larger companies if they had to fight patent legal action in court. Supporters say current laws are inefficient and it would serve to even up a playing field without bringing EU laws in line with the US.
",0
